state,quarter,non_tesla_bev,tesla_bev,total_bev,tesla_share
VA,2023Q3,7336.0,14061.0,21397.0,0.6571481983455625
VA,2023Q4,8375.0,14360.0,22735.0,0.6316252474158786
VA,2024Q1,4802.0,9687.0,14489.0,0.6685761612257575
VA,2024Q2,6595.0,11935.0,18530.0,0.6440906637884511
VA,2024Q3,8116.0,13795.0,21911.0,0.6295924421523436
VA,2024Q4,8193.0,13866.0,22059.0,0.6285869713042296
VA,2025Q1,51.0,88.0,139.0,0.6330935251798561
VA,2025Q2,14.0,,,
VT,2020Q1,1136.0,497.0,1633.0,0.30434782608695654
VT,2020Q4,1418.0,693.0,2111.0,0.3282804358124112
VT,2021Q2,1747.0,842.0,2589.0,0.3252220934723832
VT,2022Q1,2274.0,1126.0,3400.0,0.3311764705882353
VT,2023Q1,6945.0,3043.0,9988.0,0.30466559871846216
VT,2023Q2,3918.0,1651.0,5569.0,0.2964625606033399
VT,2023Q4,4390.0,1792.0,6182.0,0.2898738272403753
VT,2024Q2,5972.0,2150.0,8122.0,0.26471312484609705
VT,2024Q3,6546.0,2292.0,8838.0,0.2593346911065852
VT,2024Q4,7408.0,2497.0,9905.0,0.25209490156486625
VT,2025Q1,8107.0,2640.0,10747.0,0.24564994882292732
VT,2025Q2,8648.0,2700.0,11348.0,0.23792738808600636
VT,2025Q3,9073.0,2718.0,11791.0,0.23051479942328895
VT,2025Q4,9685.0,2806.0,12491.0,0.2246417420542791
